city,state,slug,market_type,peak_season_start,peak_season_end,llm_context,category,tier_order,tier_name,pricing_type,price_low_peak,price_high_peak,price_low_off_peak,price_high_off_peak,blurb,foodModel,alcoholModel,foodMinimum,alcoholMinimum,minimumIsCombined
San Francisco,California,san-francisco,metro,May,October,,Venue,3,Grand Hotel Ballroom,flat,22000,40000,15000,28000,"The Fairmont San Francisco on Nob Hill â€” Gold Room and Venetian Room packages from $20,000 including F&B minimums â€” and the Palace Hotel's Garden Court, one of the most glamorous event spaces in America. The Ritz-Carlton San Francisco and The InterContinental Mark Hopkins with panoramic city views round out the grand hotel tier. Zola's SF data puts the average wedding at $84,649 for 150 guests.",included,included,,,false
San Francisco,California,san-francisco,metro,May,October,,Venue,4,Boutique Hotel / Converted Venue,flat,12000,22000,8000,16000,"The Hotel Vitale on the Embarcadero, boutique properties in Hayes Valley and the Mission, and the James Leary Flood Mansion in Pacific Heights bringing Beaux-Arts grandeur to a more intimate scale. Suitable for 50â€“120 guests; site fees $12,000â€“$22,000. Booking 12â€“18 months out is still required for popular dates.",minimum,minimum,15000,,true
San Francisco,California,san-francisco,metro,May,October,,Venue,5,Dedicated Wedding Venue,flat,8000,16000,5500,11000,"The Golden Gate Club in the Presidio with Golden Gate Bridge views runs $15,000â€“$25,000 for event packages. Fort Mason Center on the waterfront starts at $13,820 for 50 guests. Bently Reserve â€” a former Federal Reserve Bank in Art Deco style â€” and the Swedish American Hall offer compelling mid-tier options. Book 12â€“18 months out for any popular date.",minimum,extra,11000,,false
San Francisco,California,san-francisco,metro,May,October,,Venue,6,Industrial / Loft / Studio Space,flat,3500,8500,2500,6000,"The Julia Morgan Ballroom (rich wood interiors, $20,000â€“$30,000) is at the high end; more accessible are the Dogpatch neighborhood's industrial-chic studios, SoMa lofts, and the Mission District creative event spaces. Fort Mason's smaller gallery spaces and boutique hotel event rooms round out this tier at $3,500â€“$8,500.",minimum,extra,6000,,false
San Francisco,California,san-francisco,metro,May,October,,Venue,7,Restaurant / Private Buyout,flat,2200,5500,1500,4000,"Rich Table in Hayes Valley, Zuni CafÃ© on Market Street, State Bird Provisions in the Fillmore, and the Ferry Building's private event spaces. San Francisco's globally celebrated food culture concentrated in a restaurant buyout at a fraction of the Nob Hill hotel rate.",included,extra,,,false
San Francisco,California,san-francisco,metro,May,October,,Venue,8,Public Garden / Park,flat,200,2500,200,1800,"The Presidio at the foot of the Golden Gate Bridge, Baker Beach with GGB views, and Lands End above the Pacific for small elopements. SF's famous summer fog is a real variable Juneâ€“August â€” May, September, and October are the preferred outdoor ceremony months.",extra,extra,,,false
San Francisco,California,san-francisco,metro,May,October,,Venue,9,Backyard / Family Property,flat,0,3000,0,2000,"A private home in Noe Valley, Bernal Heights, or the Marin headlands with a terraced garden and Bay view. Private property weddings in SF proper are logistically complex â€” parking is scarce, neighbors are close. Budget covers event permits, tent rental for fog contingency ($1,500â€“$3,000), and any portable kitchen rental.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Attire & Beauty,1,Designer / Couture,flat,5500,16000,5500,14000,"Boutiques like Renée Strauss Couture Bride and Mariée Bridal in Santa Barbara County carry designers including Monique Lhuillier, Inbal Dror, and Vera Wang. Add alterations, top-tier hair and makeup ($400 to $700 per session), and partner attire for $5,500 to $16,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Attire & Beauty,2,Bridal Boutique,flat,2200,6000,2200,5500,"Boutiques on State Street and in Montecito carry mid-to-upper-market gowns from $1,800 to $4,500. Add hair and makeup ($280 to $450 per session) and partner attire for a $2,200 to $6,000 boutique-tier total.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Attire & Beauty,3,Mid-Range / Sample Sale,flat,900,2800,900,2500,"Santa Barbara and Los Angeles sample sales, online platforms, and end-of-season clearance. Mid-range hair and makeup runs $150 to $230 each. Total $900 to $2,800.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Attire & Beauty,4,Budget / Off-the-Rack,flat,350,1100,350,1000,"Online retailers, David's Bridal (Ventura area), and Men's Wearhouse for partner attire. Appropriate for courthouse ceremonies and small private gatherings.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Bar & Beverages,1,Premium Open Bar,per_head,70,110,60,92,"Premium spirits, Santa Barbara County wines from over 200 wineries in the region, and craft cocktails from licensed Santa Barbara bar services. Local wine country makes the wine pour particularly strong. Budget $70 to $110 per head.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Bar & Beverages,2,Standard Open Bar,per_head,45,72,38,60,"Mid-shelf spirits, Santa Ynez and Sta. Rita Hills wines, and local craft beer including Figueroa Mountain Brewing. Licensed Santa Barbara bar services. Budget $45 to $72 per head.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Bar & Beverages,3,Beer & Wine Only,per_head,30,48,25,40,"Beer and Santa Barbara County wine without spirits. Given the region's extraordinary wine scene, beer-and-wine-only feels appropriate rather than restrictive. Budget $30 to $48 per head.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Bar & Beverages,4,Dry Wedding,per_head,6,14,5,12,No alcohol. Non-alcoholic options including local kombucha and sparkling pressed-juice service. $6 to $14 per head.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Catering,1,Full-Service Fine Dining,per_head,165,240,140,200,"White-glove plated from Santa Barbara's top caterers like Coast Catering and Pure Joy Catering. California coastal cuisine — Channel Islands seafood, local farm produce, Santa Ynez wines — at top execution. Budget $165 to $240 per head.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Catering,2,Seated Dinner with Staffed Service,per_head,115,165,95,140,Plated or family-style seated dinner from established caterers like Country Catering Santa Barbara and Duo Catering. Strong execution on California coastal menus. $115 to $165 per head.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Catering,3,Buffet / Family Style,per_head,75,110,62,92,"Buffet and family-style from caterers like Catering Connection and Felici Events. Local farm produce, Santa Ynez ranch meats, coastal seafood. Budget $75 to $110 per head.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Catering,4,Cocktail Reception / Stations,per_head,50,80,42,68,"Heavy appetizers and stations — California oysters, charcuterie with Santa Ynez cheeses, vegetable-forward grazing — at gardens and ranch venues. Budget $50 to $80 per head.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Catering,5,DIY / Self-Catered,per_head,14,38,12,32,"Trader Joe's, Lazy Acres, and Whole Foods catering trays plus BYO. Realistic only for small family-property gatherings; not permitted at most dedicated venues.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Florals & Decor,1,Couture Floral Design,flat,22000,32000,18000,26000,"Top Santa Barbara studios like The Floral Society and Stems and Branches handle full-scale Montecito estate weddings, ceremony installations, and ranch transformations. Local growers like Hidden Cottage Flower Farm supply many top studios. Budget $22,000 to $32,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Florals & Decor,2,Full Floral Installation,flat,13000,22000,11000,18000,"Large-scale floral with ceremony arch and full tablescapes from studios like Petalena and Bella Vista Designs. Locally grown roses, dahlias, and Mediterranean botanicals. Budget $13,000 to $22,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Florals & Decor,3,Traditional Florals,flat,5500,12000,4500,10000,"Full traditional package — bridal bouquet, ceremony arrangements, reception centerpieces — from established Santa Barbara florists. Budget $5,500 to $12,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Florals & Decor,4,Minimal Florals + Rentals,flat,1800,4500,1500,3800,Scaled-back floral with rental candles and greenery. Works well at coastal beach ceremonies and ranch venues where the landscape carries much of the decor weight.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Florals & Decor,5,DIY / Dried / Greenery Only,flat,300,1600,300,1300,"Pampas grass, dried palms, and silk arrangements from local craft stores. Common at Channel Islands beach elopements.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Music & Entertainment,1,Premium Live Band (10–12 Piece),flat,16000,26000,13000,21000,"Top California bands like Lucky Devils Band, West Coast Music's flagship acts, and Ben Mallare Entertainment Santa Barbara bookings. Premier full-production wedding bands. Budget $16,000 to $26,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Music & Entertainment,2,Live Band (6–8 Piece),flat,8500,16000,7000,13000,"Mid-sized bands and tribute acts from California's wedding entertainment circuit. Budget $8,500 to $16,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Music & Entertainment,3,Live Band (Ceremony or Cocktail Only),flat,2400,6500,2000,5500,"String quartets, classical guitar, and jazz trios for ceremony and cocktail hour paired with a DJ. Combined entertainment lands here.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Music & Entertainment,4,DJ,flat,1800,4000,1500,3400,"Established Santa Barbara DJs like Beyond Booking and The Sound Better. Budget $1,800 to $4,000 for full-night coverage.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Music & Entertainment,5,Curated Playlist / Friend,flat,120,450,100,380,Curated playlist on a venue or rented sound system. Works for Channel Islands and beach elopements.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Photography & Video,1,Luxury Editorial Team,flat,14000,22000,11500,18000,"Top Santa Barbara editorial teams like Jose Villa Photography and Lacie Hansen handle Montecito estates, ranch weddings, and destination ceremonies. Budget $14,000 to $22,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Photography & Video,2,Lead + Second Shooter + Full Video,flat,8000,13500,6800,11500,"Lead photographer, second shooter, separate videography team. Established Santa Barbara teams operate in this range with strong destination wedding experience.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Photography & Video,3,Lead Photographer + Video,flat,5500,9500,4700,8000,"Strong lead with highlight-film videographer. Budget $5,500 to $9,500 for full coverage, edited gallery, and three- to five-minute film.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Photography & Video,4,Lead Photographer Only,flat,3000,6000,2600,5000,"Single experienced Santa Barbara photographer, no video. Strong upper-market shooters run $3,000 to $6,000 — the area's photo community is unusually deep given destination wedding volume.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Photography & Video,5,Friend / Hobbyist,flat,250,1200,250,1000,A trusted friend or newer photographer. Works for elopements and intimate ceremonies under 20 guests.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Wedding Planner,1,Full-Service Planner,flat,12000,22000,10000,18000,"Top Santa Barbara planners like Joy de Vivre Events, Soiree by Souleret, and Coastside Couture. Strong destination wedding orientation — most Santa Barbara weddings draw from LA, SF, and out-of-state. Budget $12,000 to $22,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Wedding Planner,2,Partial Planning,flat,5500,11000,4700,9500,Partial planning for couples who've booked venue and photographer. Local expertise particularly valuable given destination wedding logistics.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Wedding Planner,3,Day-Of Coordinator,flat,2200,4500,1900,3800,"Day-of coordination from local coordinators familiar with Montecito estates and ranch venue logistics. $2,200 to $4,500.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Wedding Planner,4,DIY / No Coordinator,flat,0,0,0,0,No professional coordination. Genuinely risky for any destination Santa Barbara wedding with multiple vendors — local expertise is the difference between smooth execution and chaos.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Stationery & Invitations,1,Custom Letterpress / Foil,flat,2000,5500,2000,5000,"Bespoke letterpress or foil suites from Santa Barbara designers and LA-based custom studios. $2,000 to $5,500 for a full custom suite.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Stationery & Invitations,2,Printed Suite (Online Designer),flat,450,2000,450,1800,"Semi-custom suites from Minted, Zola, or Artifact Uprising. Full package $450 to $2,000.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Stationery & Invitations,3,Digital Invitations,flat,25,110,25,90,"Paperless Post, Zola digital, or DIY Canva. Premium designs $1 to $3 per send.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Stationery & Invitations,4,No Formal Stationery,flat,0,20,0,15,Word of mouth and free wedding website. A Santa Barbara County marriage license is $124. That's the only paper California requires.,extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,1,Iconic Estate / Landmark Institution,flat,50000,80000,38000,60000,"San Ysidro Ranch (rental $2,500–$30,000 + ceremony setup + accommodations, all-in commonly $50k+ for Saturdays), Belmond El Encanto, and Bacara Resort & Spa (Ritz-Carlton Bacara). Full-property buyouts $50,000 to $80,000 site alone.",included,included,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,2,Private Estate / Historic Mansion,flat,32000,50000,23000,38000,"Santa Barbara Historical Museum, Lotusland, and private Montecito estate buyouts. Site fees $32,000 to $50,000 for full-day exclusive use.",included,included,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,3,Grand Hotel Ballroom,flat,22000,35000,16000,25000,"Four Seasons Resort The Biltmore Santa Barbara, Rosewood Miramar Beach. Site fees $22,000 to $35,000 with substantial food and beverage minimums on top.",included,included,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,4,Boutique Hotel / Inn Venue,flat,14000,22000,10000,16000,"The Goodland (a Kimpton hotel), Hotel Californian, and El Capitan Canyon. Site fees $14,000 to $22,000.",minimum,minimum,15000,,true
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,5,Dedicated Wedding Venue,flat,9000,16000,6500,11500,"Santa Barbara Polo & Racquet Club, Dos Pueblos Ranch, and Gainey Vineyard. Purpose-built or vineyard event spaces. Site fees $9,000 to $16,000.",minimum,extra,11000,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,6,Industrial / Loft / Studio Space,flat,3500,7500,2500,5500,"The Faulkner Gallery, Carr Winery, and Hidden Industrial Spaces in Funk Zone. Strong fit for non-traditional Santa Barbara weddings.",minimum,extra,5000,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,7,Restaurant / Private Buyout,flat,2500,6000,1800,4500,"Funk Zone restaurant buyouts like Lucky Penny, plus Bouchon and The Lark. Strong fit for intimate weddings under 80 guests.",included,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,8,Public Garden / Park,flat,200,1800,150,1400,"Santa Barbara Botanic Garden, Alice Keck Park Memorial Garden, Hammond's Beach with city permit. Charges $200 to $1,800.",extra,extra,,,false
Santa Barbara,California,santa-barbara,destination,May,October,,Venue,9,Backyard / Family Property,flat,0,3000,0,2300,"Hope Ranch, Montecito, or Carpinteria private property. Covers tent, restrooms, generator, and Santa Barbara County permits.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Attire & Beauty,1,Designer / Couture,flat,4500,13000,4500,11500,"Santa Fe brides typically commute to Albuquerque or Dallas/Phoenix for couture designers; locally, Tiers Bridal carries upper-market gowns. Add alterations, top hair and makeup ($300 to $500 per session), and partner attire for $4,500 to $13,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Attire & Beauty,2,Bridal Boutique,flat,2000,5400,2000,4900,"Local Santa Fe and Albuquerque boutiques carry mid-market gowns from $1,500 to $4,000. Hair and makeup $250 to $400 per session. Total $2,000 to $5,400.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Attire & Beauty,3,Mid-Range / Sample Sale,flat,800,2400,800,2200,"Sample sales and online platforms (Stillwhite, PreOwnedWeddingDresses) at 40 to 70 percent off retail. Mid-range hair and makeup runs $130 to $200 each. Total $800 to $2,400.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Attire & Beauty,4,Budget / Off-the-Rack,flat,300,1000,300,900,"David's Bridal locations and online retailers (Azazie, ASOS Wedding) cover the budget tier. Men's Wearhouse for partner attire from $200 to $300.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Bar & Beverages,1,Premium Open Bar,per_head,55,85,47,72,"Premium spirits, New Mexico craft cocktails using local distillers like Don Quixote Distillery, and Southwest-inspired signature drinks. Budget $55 to $85 per head.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Bar & Beverages,2,Standard Open Bar,per_head,35,56,30,48,"Mid-shelf spirits, house wine, and New Mexico craft beer from Santa Fe Brewing and Marble Brewery. Budget $35 to $56 per head.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Bar & Beverages,3,Beer & Wine Only,per_head,23,37,20,32,Beer and wine without spirits. New Mexico craft beer scene gives this tier strong local character. $23 to $37 per head.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Bar & Beverages,4,Dry Wedding,per_head,5,12,5,10,"No alcohol. Non-alcoholic Southwest mocktails, prickly pear lemonade, and coffee. $5 to $12 per head.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Catering,1,Full-Service Fine Dining,per_head,100,150,85,128,White-glove plated service. Inn at Loretto packages start at $70/guest with in-house catering and bartending; premium experiences with established Santa Fe caterers run $100 to $150 per head before service charges.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Catering,2,Seated Dinner with Staffed Service,per_head,72,105,60,88,"Plated or family-style seated dinner from established Santa Fe caterers like Walter Burke Catering and The Compound Catering. New Mexican menus — green chile, red chile, locally raised meats. $72 to $105 per head.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Catering,3,Buffet / Family Style,per_head,50,78,42,65,Buffet and family-style service. Strong fit for ranch and outdoor weddings with New Mexican comfort food menus. Budget $50 to $78 per head.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Catering,4,Cocktail Reception / Stations,per_head,36,58,30,48,"Heavy appetizers and stations — green chile cheeseburger sliders, Southwest grazing tables, regional charcuterie. $36 to $58 per head.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Catering,5,DIY / Self-Catered,per_head,12,32,10,28,Local grocery store platters and trusted family-recipe spreads. Realistic only for small private property gatherings; not allowed at most dedicated venues.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Florals & Decor,1,Couture Floral Design,flat,12000,18000,10000,15000,"Top Santa Fe studios like Floriography Flowers handle full-scale Bishop's Lodge and Inn at Loretto weddings. Southwestern floral character — desert botanicals, locally grown flowers, native succulents. Budget $12,000 to $18,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Florals & Decor,2,Full Floral Installation,flat,7000,12000,5800,10000,"Large-scale floral with ceremony arch and full tablescapes from established Santa Fe florists. Budget $7,000 to $12,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Florals & Decor,3,Traditional Florals,flat,3000,7000,2500,5800,"Full traditional package — bridal bouquet, ceremony arrangements, reception centerpieces — from Santa Fe florists. $3,000 to $7,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Florals & Decor,4,Minimal Florals + Rentals,flat,1200,3000,1000,2500,Scaled-back floral with desert botanicals and rental candles. Strong fit at adobe-walled courtyards where architecture carries decor.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Florals & Decor,5,DIY / Dried / Greenery Only,flat,200,1300,200,1000,"Local cacti, succulents, dried wildflowers, and silver dollar eucalyptus from Santa Fe farmers market. Common at intimate desert and pueblo elopements.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Music & Entertainment,1,Premium Live Band (10–12 Piece),flat,9000,14000,7500,11500,"Top Southwest bands traveling to Santa Fe — Albuquerque-region full-production wedding bands. Budget $9,000 to $14,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Music & Entertainment,2,Live Band (6–8 Piece),flat,5000,9000,4200,7500,"Mid-sized bands from the Albuquerque and Northern New Mexico circuit. $5,000 to $9,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Music & Entertainment,3,Live Band (Ceremony or Cocktail Only),flat,1500,4500,1300,3800,"Classical guitar, mariachi trio, or string quartet for ceremony plus DJ for reception. $1,500 to $4,500 combined.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Music & Entertainment,4,DJ,flat,1200,2800,1000,2400,"Santa Fe and Albuquerque DJs. Budget $1,200 to $2,800 for full-night coverage.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Music & Entertainment,5,Curated Playlist / Friend,flat,100,400,100,350,Curated playlist on a venue-provided sound system. Works for elopements and very small intimate ceremonies.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Photography & Video,1,Luxury Editorial Team,flat,7500,11000,6500,9500,"Top Santa Fe editorial teams handle Bishop's Lodge and Inn at Loretto productions. Lead, second shooter, cinematographer. Photo for 127 guests in Santa Fe runs $2,565 to $3,135 on average per wedding.report; full editorial team with video $7,500 to $11,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Photography & Video,2,Lead + Second Shooter + Full Video,flat,5000,7500,4200,6500,"Lead photographer, second shooter, separate videography team. Strong Santa Fe regional teams in this range. $5,000 to $7,500.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Photography & Video,3,Lead Photographer + Video,flat,3500,5500,3000,4700,"Strong lead with highlight-film videographer. $3,500 to $5,500.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Photography & Video,4,Lead Photographer Only,flat,2200,3500,1900,3000,"Single experienced Santa Fe photographer. Wedding.report puts Santa Fe NM photography at $2,147 to $2,625 for 75 guests on average; upper-market shooters $2,200 to $3,500.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Photography & Video,5,Friend / Hobbyist,flat,200,1000,200,850,Trusted friend or newer photographer. Works for elopements and small private ceremonies under 20 guests.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Wedding Planner,1,Full-Service Planner,flat,5000,11000,4200,9500,"Established Santa Fe planners like Soiree Productions Santa Fe and Pamela Carter Events. Strong destination wedding orientation. Budget $5,000 to $11,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Wedding Planner,2,Partial Planning,flat,2500,5500,2100,4700,Partial planning for couples who've booked venue and photographer. Local expertise valuable for vendor sourcing across the Northern New Mexico vendor pool.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Wedding Planner,3,Day-Of Coordinator,flat,1100,2700,950,2300,"Day-of coordination from local Santa Fe coordinators. $1,100 to $2,700.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Wedding Planner,4,DIY / No Coordinator,flat,0,0,0,0,No professional coordination. Realistic for small private property and pueblo elopements only.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Stationery & Invitations,1,Custom Letterpress / Foil,flat,1300,4000,1300,3600,"Bespoke letterpress or foil suites from Santa Fe designers. Southwestern aesthetic motifs — turquoise, terracotta, hand-painted botanicals — are signature. Full suite $1,300 to $4,000.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Stationery & Invitations,2,Printed Suite (Online Designer),flat,400,1800,400,1600,"Semi-custom suites from Minted, Zola, or Artifact Uprising. A standard digitally printed suite of 100 sets runs $537 to $783 on Minted. Add save-the-dates and day-of paper for a full package $400 to $1,800.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Stationery & Invitations,3,Digital Invitations,flat,25,110,25,90,"Paperless Post, Zola digital invites, or DIY through Canva. Free platforms available; premium designs run $1 to $3 per send.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Stationery & Invitations,4,No Formal Stationery,flat,0,20,0,15,Word of mouth and free wedding website. A Santa Fe County marriage license is $25. That's the only paper New Mexico requires.,extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,1,Iconic Estate / Landmark Institution,flat,18000,30000,13000,21000,"Bishop's Lodge, Auberge Resorts Collection (Southwestern charm, secret garden, historic chapel) and La Fonda on the Plaza (La Terraza Room with views of Sangre de Cristo Mountains). Iconic Santa Fe full-experience venues. Site $18,000 to $30,000.",included,included,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,2,Private Estate / Historic Mansion,flat,12000,18000,8500,13000,"Encantado Resort and Tessera at Tamaya. Private adobe estate buyouts in Tesuque and Galisteo. $12,000 to $18,000.",included,included,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,3,Grand Hotel Ballroom,flat,7500,14000,5500,10000,"Inn and Spa at Loretto (packages from $70/guest, in-house catering and event coordination), Eldorado Hotel & Spa, and Hotel Santa Fe. $7,500 to $14,000.",included,included,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,4,Boutique Hotel / Inn Venue,flat,4500,8500,3200,6000,"Hotel St. Francis, Inn of the Anasazi (a Rosewood property), and Hotel Chimayó. Site $4,500 to $8,500.",minimum,minimum,6000,,true
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,5,Dedicated Wedding Venue,flat,2500,5500,1800,4000,"La Posada de Santa Fe, El Monte Sagrado (in nearby Taos), and Santa Fe Pueblo events. Site $2,500 to $5,500.",minimum,extra,4000,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,6,Industrial / Loft / Studio Space,flat,1500,3500,1100,2500,Santa Fe Railyard arts district converted spaces and Canyon Road gallery buyouts. Strong fit for design-forward weddings.,minimum,extra,2000,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,7,Restaurant / Private Buyout,flat,1200,3000,900,2200,"Geronimo (Canyon Road), Coyote Cafe, and Plaza Café Southside. Strong fit for intimate weddings under 60 guests.",included,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,8,Public Garden / Park,flat,100,1200,100,900,"Santa Fe Botanical Garden at Museum Hill, Cathedral Park, and Hyde Memorial State Park. City and state park permits required. $100 to $1,200.",extra,extra,,,false
Santa Fe,New Mexico,santa-fe,destination,May,October,,Venue,9,Backyard / Family Property,flat,0,1800,0,1400,"Adobe homes in Eastside Santa Fe and ranch properties in Tesuque and Lamy. Covers tent, restrooms, generator, and Santa Fe County permits.",extra,extra,,,false
Savannah,Georgia,savannah,metro,March,November,,Attire & Beauty,1,Designer / Couture,flat,4500,12000,4500,11000,"Savannah's bridal boutique scene has grown with the city's rise as a destination market. The Gingerbread House Bridal and similar boutiques on Broughton Street carry mid-to-upper designer gowns; destination brides often visit Atlanta or Charleston boutiques for couture labels. Professional alterations ($300 to $600), hair and makeup from downtown Savannah studios ($250 to $450 per session), and partner attire bring total attire and beauty spend at this tier to $4,500 to $12,000.",extra,extra,,,false
Savannah,Georgia,savannah,metro,March,November,,Attire & Beauty,2,Bridal Boutique,flat,2000,5000,2000,4500,"Bridal boutiques on Broughton Street and in the Victorian District carry a solid range of gowns from $1,200 to $3,500, with personalized styling and in-store alterations. Wedding.report puts Savannah dress spend at $1,101 to $1,345 on average for smaller weddings; adding professional hair and makeup ($150 to $300 per person) and partner attire brings total boutique-tier spend to $2,000 to $5,000.",extra,extra,,,false
Savannah,Georgia,savannah,metro,March,November,,Attire & Beauty,3,Mid-Range / Sample Sale,flat,800,2500,800,2200,"Savannah sample sales and online platforms including Still White and PreOwnedWeddingDresses.com provide boutique gowns at 40 to 70 percent off retail. Mid-range hair and makeup from Savannah salons runs $120 to $200 each. Total mid-range attire and beauty for both partners runs $800 to $2,500.",extra,extra,,,false
